Sassy;Dingo;senior;569-84-6193
Pepper;Italian Greyhound;adult;532-76-4995
Snoopy;Boxer;young;832-08-6386
Maggie;Cairn;adult;453-56-1232
Belle;English Setter;young;744-81-0923
Brutus;Rhodesian Ridgeback;young;236-63-4954
Molly;Irish Terrier;adult;788-30-3888
Jack;Doberman;puppy;806-55-1217
Gracie;Kerryblue Terrier;young;717-49-8458
Honey;Toy Terrier;young;845-58-5710
Lucky;Toy Poodle;senior;453-56-1232
Bubba;English Setter;adult;381-92-1455
Penny;Rat Terrier;young;717-49-8458
Taz;Irish Terrier;young;059-65-5337
Lola;Shihtzu;senior;148-91-2361
Sugar;Rat Terrier;young;288-78-6990
Penny;Miniature Poodle;senior;605-73-3383
Milo;Tibetan Terrier;adult;192-15-4457
Roxie;Giant Schnauzer;adult;352-30-8844
Chloe;Italian Greyhound;puppy;312-37-8426
Shelby;Australian Terrier;senior;589-33-4275
Sadie;Leonberg;senior;074-99-9543
Taz;Basenji;puppy;288-78-6990
Sassy;English Hound;puppy;836-28-6844
Shelby;Scottish Deerhound;adult;807-46-3996
Scooter;Malinois;young;678-18-4673
Belle;English Hound;senior;652-83-5384
Milo;American Terrier;adult;679-46-1608
Buster;Borzoi;adult;886-70-8188
Bubba;Papillon;puppy;593-65-5149
Sadie;Miniature Schnauzer;puppy;886-64-6896
Chloe;Gordon Setter;puppy;061-24-5320
Shadow;Chow;adult;786-52-9232
Diesel;Malinois;puppy;870-04-6844
Patches;Stbernard;young;037-57-6466
Dakota;Maltese;senior;578-66-2768
Scooter;Bull Mastiff;adult;605-73-3383
Jack;Welsh Spaniel;senior;771-78-3599
Snoopy;Tibetan Mastiff;puppy;074-99-9543
Scooter;French Bulldog;adult;684-51-6222
Cookie;Border Collie;puppy;691-21-0543
Honey;Dhole;young;460-73-9886
Chico;Basset Hound;young;357-48-6155
Charlie;Boxer;adult;691-70-1481
Chico;Blenheim Spaniel;puppy;833-62-0560
Murphy;Brittany Spaniel;senior;506-51-3124
Abby;Miniature Poodle;adult;449-63-2220
Bruno;English Setter;adult;681-14-8821
Belle;Norwegian Elkhound;adult;523-44-4451
Rosie;Chesapeake Retriever;senior;335-95-6594
Patches;Irish Setter;senior;246-34-9962
Teddy;Chihuahua;adult;462-14-2511
Marley;Shihtzu;puppy;833-62-0560
Jasper;Bouvier;puppy;024-53-2983
Casey;Papillon;adult;249-41-6372
Precious;Basenji;puppy;544-22-4051
Oreo;Pyrenees;young;537-85-1141
Sandy;Chow;young;253-40-8625
Sassy;Husky;puppy;626-08-3694
Patches;Miniature Pinscher;senior;523-44-4451
Sophie;Norwich Terrier;adult;679-46-1608
Zeus;Staffordshire Bullterrier;senior;005-39-9628
Princess;Keeshond;young;399-15-8781
Shelby;Japanese Spaniel;puppy;588-79-1771
Lola;French Bulldog;adult;111-95-7989
Roxy;Stbernard;young;715-58-9946
Riley;Briard;senior;719-76-9767
Snickers;Scottish Deerhound;puppy;312-37-8426
Lexi;Kerryblue Terrier;puppy;074-96-8961
Chico;Irish Terrier;senior;819-52-3520
Sammy;Saluki;adult;255-87-4436
Bailey;Labrador;adult;889-36-0604
Milo;Miniature Pinscher;puppy;263-53-6830
Baxter;Swiss Mountain;senior;504-41-4104
Chico;Pug;senior;482-89-0946
Milo;Weimaraner;puppy;021-82-1809
Shelby;English Sheepdog;senior;375-20-3592
Teddy;Entlebucher;senior;679-46-1608
Lily;Blenheim Spaniel;puppy;342-44-5181
Duke;Yorkshire Terrier;young;460-73-9886
Tucker;Lakeland Terrier;adult;768-84-5482
Princess;Malinois;adult;563-50-8221
Sadie;Schipperke;adult;265-55-8573
Toby;Kerryblue Terrier;adult;573-94-7886
Honey;Wheaten Terrier;senior;847-74-2305
Rascal;Vizsla;puppy;281-98-6711
Gracie;Bull Mastiff;puppy;283-74-4136
Penny;Irish Setter;puppy;610-35-5425
Ruby;Malamute;adult;833-62-0560
Jack;Dingo;adult;025-63-0259
Lilly;Italian Greyhound;young;555-30-0895
Zoey;Welsh Spaniel;puppy;246-34-9962
Sasha;Norfolk Terrier;puppy;701-78-7830
Lily;Curly Retriever;senior;293-94-2553
Lilly;Papillon;senior;861-79-9447
Bailey;Clumber;senior;824-49-9554
Scooter;Komondor;puppy;504-90-5175
Annie;Yorkshire Terrier;young;875-45-6325
Taz;Bouvier;young;293-94-2553
Patches;Affenpinscher;young;349-31-7918
Sassy;Pug;young;106-36-4146
Sammy;Borzoi;puppy;340-66-1512
Scooter;Bouvier;adult;779-23-4585
Toby;Italian Greyhound;senior;633-61-0209
Milo;Welsh Spaniel;adult;376-79-7453
Princess;Cairn;young;391-26-1193
Tank;Sussex Spaniel;senior;679-46-1608
Charlie;Lakeland Terrier;senior;215-79-3274
Sandy;Chesapeake Retriever;puppy;399-59-9632
Precious;Affenpinscher;adult;493-49-8435
Jake;Leonberg;young;675-08-9104
Bubba;Wheaten Terrier;adult;691-70-1481
Lucky;Chihuahua;puppy;568-66-9393
Harley;Staffordshire Bullterrier;young;547-68-9136
Tucker;English Hound;puppy;041-60-1801
Gizmo;Cardigan Corgi;adult;523-44-4451
Cooper;Miniature Schnauzer;puppy;396-53-5153
Bubba;Bernese Mountain;adult;016-79-8443
Marley;Afghan Hound;puppy;779-23-4585
Daisy;Great Dane;adult;691-21-0543
Buster;Mexicanhairless;puppy;024-53-2983
Snoopy;Miniature Schnauzer;young;156-34-4574
Chloe;Bull Mastiff;adult;828-51-8693
Luna;Dachshund;adult;049-85-0738
Brutus;Borzoi;senior;331-61-9759
Annie;Maltese;senior;130-53-1864
Taz;Curly Retriever;senior;411-52-2739
Bailey;Curly Retriever;puppy;562-25-8523
Diesel;Bluetick;senior;889-36-0604
Cocoa;American Terrier;young;788-25-8367
Toby;Swiss Mountain;adult;250-86-4527
Zeus;Coonhound;adult;654-56-0859
Chloe;French Bulldog;adult;147-09-3700
Tank;Tibetan Terrier;adult;879-38-6993
Marley;Boston Bulldog;young;240-46-3748
Oreo;Scottish Deerhound;puppy;454-18-4932
Zoe;Scottish Deerhound;young;493-99-7967
Oreo;Pug;young;864-63-8234
Roxie;Weimaraner;puppy;717-49-8458
Zeus;Pembroke;senior;732-95-0217
Marley;Brittany Spaniel;senior;675-36-3708
Casey;Scottish Terrier;puppy;504-77-4061
Penny;Basset Hound;puppy;854-12-6905
Penny;Newfoundland;young;032-86-3691
Baby;Papillon;puppy;605-73-3383
Lilly;Staffordshire Bullterrier;puppy;330-45-3316
Shadow;Germanshepherd;young;803-93-7051
Precious;Dingo;puppy;392-73-7127
Maggie;Irish Terrier;young;025-63-0259
Jasmine;Saluki;puppy;588-79-1771
Sophie;Schipperke;puppy;202-51-0182
Roxy;Walker Hound;young;600-48-5894
Molly;Brittany Spaniel;young;378-45-1005
Charlie;Shetland Sheepdog;puppy;482-89-0946
Belle;Groenendael;young;504-90-5175
Cooper;Swiss Mountain;senior;188-26-9498
Sugar;Komondor;adult;384-79-6749
Lola;Redbone;young;300-23-8915
Scooter;Border Terrier;young;701-78-7830
Honey;Dingo;senior;211-94-0876
Tyson;Tibetan Terrier;puppy;460-45-4024
Lexi;Otterhound;senior;604-36-0037
Murphy;Stbernard;young;854-12-6905
Riley;Komondor;young;340-60-7163
Lucy;Rhodesian Ridgeback;senior;674-06-9252
Ginger;Doberman;puppy;024-53-2983
Bubba;Giant Schnauzer;young;476-76-7230
Zoey;English Hound;adult;472-73-9372
Jasmine;Leonberg;young;420-58-9077
Luna;Italian Greyhound;puppy;283-74-4136
Shelby;Pyrenees;puppy;265-55-8573
Milo;Pug;senior;863-61-0252
Cocoa;Pomeranian;adult;784-86-3829
Sadie;Sealyham Terrier;adult;539-71-0295
Chico;Newfoundland;young;392-18-6400
Rusty;Great Dane;senior;384-53-4942
Rascal;Vizsla;senior;093-53-4636
Tank;Beagle;puppy;624-54-1901
Sassy;Staffordshire Bullterrier;young;396-53-5153
Zoe;Italian Greyhound;puppy;678-18-4673
Dixie;Samoyed;adult;102-92-4531
Sam;Flatcoated Retriever;young;390-93-6308
Rusty;Yorkshire Terrier;adult;378-45-1005
Bruno;Akita;adult;094-67-9246
Honey;Staffordshire Bullterrier;adult;842-07-1857
Buster;Chihuahua;puppy;493-49-8435
Rosie;Chesapeake Retriever;puppy;288-85-2856
Dixie;Australian Terrier;adult;386-67-0441
Sophie;Schipperke;puppy;654-56-0859
Sam;Staffordshire Bullterrier;young;449-63-2220
Zoey;Clumber;senior;547-68-9136
Patches;Pyrenees;adult;327-33-1498
Sasha;Pembroke;senior;288-78-6990
Harvey;Schipperke;puppy;215-79-3274
Tyson;Pekinese;adult;731-28-7468
Charlie;Giant Schnauzer;young;359-55-9913
Tucker;Norfolk Terrier;senior;668-64-8621
Bandit;Malinois;adult;799-18-4070
Blue;Shetland Sheepdog;senior;819-52-3520
Lexi;Irish Setter;young;148-66-4957
Tucker;Affenpinscher;senior;848-88-6029
Abby;Keeshond;puppy;509-27-1013
Jasmine;Fox Terrier;puppy;563-50-8221
Cooper;Australian Terrier;puppy;585-60-7341
Diesel;Saluki;puppy;803-93-7051
Princess;Cairn;senior;023-63-2812
Dakota;Swiss Mountain;puppy;438-15-3800
Shadow;Sussex Spaniel;puppy;333-77-9766
Toby;Labrador;young;490-36-0324
Diesel;Miniature Poodle;puppy;082-71-5945
Lady;American Terrier;senior;378-09-0526
Misty;Kelpie;senior;587-21-8703
Lola;Irish Setter;young;012-83-1282
Cody;Westhighland Terrier;senior;417-34-9445
Rusty;Australian Terrier;puppy;130-53-1864
Tyson;Weimaraner;senior;250-86-4527
Casey;Pug;puppy;863-61-0252
Tyson;Akita;puppy;423-96-8842
Roxie;Papillon;adult;023-73-4482
Sassy;Silky Terrier;young;511-25-1688
Ruby;Giant Schnauzer;puppy;797-20-7861
Chico;Blood Hound;senior;589-81-8122
Cody;Staffordshire Bullterrier;senior;255-87-4436
Duke;Afghan Hound;puppy;399-15-8781
Lily;Appenzeller;puppy;657-57-1953
Lucky;Chow;puppy;633-49-6208
Teddy;Miniature Pinscher;senior;578-66-2768
Precious;Patterdale Terrier;puppy;246-34-9962
Jasper;Tibetan Mastiff;senior;684-75-6209
Angel;Cocker Spaniel;senior;476-76-7230
Annie;Bouvier;senior;143-23-4911
Ginger;Beagle;adult;291-45-4341
Harley;Curly Retriever;senior;558-31-9469
Lily;Italian Greyhound;puppy;528-81-9487
Tyson;Kuvasz;young;160-20-6676
Penny;Malamute;puppy;340-38-6047
Roxy;Kuvasz;adult;847-74-2305
Rocky;Maltese;puppy;790-16-3387
Missy;Newfoundland;young;454-18-4932
Charlie;Sealyham Terrier;young;828-51-8693
Lola;Border Collie;puppy;102-92-4531
Tyson;Great Dane;young;340-66-1512
Shelby;American Terrier;senior;494-95-2088
Shelby;Cardigan Corgi;puppy;664-46-1755
Duke;Irish Terrier;puppy;562-25-8523
Baby;Bluetick;senior;012-83-1282
Lilly;Walker Hound;adult;115-66-0086
Zoey;Keeshond;puppy;209-27-0616
Snickers;Sussex Spaniel;senior;332-22-6459
Tucker;Saluki;young;192-15-4457
Luna;Blenheim Spaniel;young;679-46-1608
Diesel;African;adult;599-54-7824
Buster;Westhighland Terrier;young;548-46-7757
Oreo;Husky;senior;133-26-1899
Diamond;Rhodesian Ridgeback;puppy;651-90-4725
Casey;Norfolk Terrier;senior;731-28-7468
Toby;Gordon Setter;puppy;054-34-2382
Rusty;Schipperke;senior;079-14-3660
Toby;Lakeland Terrier;young;504-41-4104
Rascal;Giant Schnauzer;young;548-46-7757
Coco;Miniature Schnauzer;puppy;886-70-8188
Sadie;Shihtzu;puppy;021-14-0718
Bo;Labrador;young;347-28-5518
Mia;Silky Terrier;young;496-99-7963
Riley;Newfoundland;young;347-28-5518
Jack;Gordon Setter;senior;025-63-0259
Patches;Redbone;puppy;342-44-5181
Rocky;Miniature Schnauzer;adult;246-34-9962
Princess;Scottish Terrier;adult;460-73-9886
Chico;Kuvasz;adult;022-37-7624
Oscar;Sussex Spaniel;puppy;686-21-1266
Belle;Curly Retriever;adult;698-17-4657
Brutus;Swiss Mountain;puppy;411-52-2739
Tank;American Terrier;adult;590-69-8848
Lily;Labrador;senior;074-99-9543
Patches;Newfoundland;adult;854-64-7960
Dakota;Walker Hound;puppy;698-17-4657
Rocky;Irish Terrier;senior;032-86-3691
Sammy;Basset Hound;senior;335-95-6594
Teddy;Rottweiler;senior;797-20-7861
Bear;Staffordshire Bullterrier;young;054-34-2382
Tucker;Welsh Spaniel;adult;365-07-1389
Tank;Great Dane;puppy;506-71-0744
Rocky;Leonberg;adult;340-38-6047
Annie;Toy Poodle;young;823-01-8936
Annie;Giant Schnauzer;puppy;164-56-1342
Chico;Rottweiler;adult;555-39-4105
Bubba;Weimaraner;senior;845-58-5710
Lola;Border Collie;young;023-63-2812
Casey;Norfolk Terrier;senior;745-17-1498
Bella;Irish Spaniel;young;382-05-1582
Pepper;Husky;adult;061-38-9131
Missy;Pyrenees;senior;757-12-2808
Baxter;English Springer;young;246-18-0998
Oscar;Miniature Poodle;senior;754-03-9790
Shelby;Keeshond;young;497-02-8147
Abby;Swiss Mountain;young;581-03-2827
Princess;Bernese Mountain;senior;023-73-4482
Lily;Labrador;young;130-53-1864
Cookie;Coonhound;adult;832-56-8332
Oreo;Basenji;young;251-64-4755
Snoopy;Cardigan Corgi;senior;624-54-1901
Bo;Walker Hound;adult;240-46-3748
Ruby;English Sheepdog;puppy;079-14-3660
Snickers;Fox Terrier;adult;283-74-4136
Harvey;Welsh Spaniel;puppy;350-96-2337
Coco;Border Terrier;puppy;229-65-9117
Bo;Rhodesian Ridgeback;young;340-38-6047
Rocky;Yorkshire Terrier;young;004-07-8169
Duke;Doberman;young;435-25-1747
Mia;Boston Bulldog;adult;049-85-0738
Pepper;Boston Bulldog;adult;384-53-4942
Taz;Tibetan Mastiff;puppy;564-10-9910
Annie;Borzoi;puppy;500-80-5021
Brutus;Bull Mastiff;puppy;535-83-0347
Sandy;Shetland Sheepdog;senior;691-70-1481
Bubba;Pyrenees;puppy;568-25-9087
Honey;Brabancon;senior;516-72-9445
Brutus;Schipperke;young;757-21-3332
Baxter;Wheaten Terrier;young;242-99-1678
Sam;Golden Retriever;puppy;680-13-7936
Sandy;Akita;puppy;799-18-4070
Taz;Pomeranian;puppy;229-65-9117
Toby;Standard Poodle;senior;324-03-7539
Jake;Patterdale Terrier;young;558-31-9469
Ginger;English Setter;adult;843-25-9697
Charlie;Redbone;young;293-94-2553
Patches;English Hound;senior;718-56-2138
Abby;Cairn;puppy;829-74-2633
Snoopy;Shihtzu;adult;234-83-1436
Sandy;English Setter;senior;188-26-9498
Baxter;Weimaraner;puppy;391-79-6810
Marley;Wheaten Terrier;senior;526-07-6070
Shelby;Border Collie;senior;715-58-9946
Jasper;Airedale;young;131-91-7535
Coco;Bull Mastiff;senior;378-45-1005
Mia;Swiss Mountain;puppy;777-82-7110
Blue;Border Collie;young;771-78-3599
Zoe;Tibetan Mastiff;puppy;590-69-8848
Snoopy;American Terrier;senior;230-20-9421
Cookie;Malamute;adult;317-54-5740
Diamond;Germanshepherd;adult;696-66-2798
Sugar;Dandie Terrier;adult;563-52-7000
Teddy;African;senior;569-84-6193
Dakota;Pug;puppy;155-94-7491
Zeus;Lakeland Terrier;senior;587-14-4637
Roxie;Pyrenees;young;757-12-2808
Snoopy;French Bulldog;senior;326-20-5689
Bandit;Toy Terrier;young;745-17-1498
Lady;Whippet;puppy;041-08-5461
Rascal;Dhole;adult;870-04-6844
Sassy;Schipperke;young;132-23-0314
Lucy;Dandie Terrier;puppy;648-31-8133
Duke;Sussex Spaniel;adult;219-56-1422
Rosie;Husky;puppy;242-99-1678
Cody;Germanshepherd;senior;021-14-0718
Mia;Great Dane;senior;718-56-2138
Tucker;Labrador;puppy;375-20-3592
Lilly;Keeshond;young;030-48-5838
Spike;Westhighland Terrier;adult;713-59-1659
Honey;Bluetick;adult;493-49-8435
Tucker;Kelpie;puppy;059-65-5337
Lilly;Schipperke;senior;324-03-7539
Jasmine;Pyrenees;senior;340-66-1512
Sam;Miniature Poodle;young;699-80-9603
Lucky;Bull Mastiff;senior;373-17-5774
Rusty;Stbernard;adult;347-28-5518
Brutus;Maltese;young;806-55-1217
Diesel;Eskimo;young;847-74-2305
Belle;Toy Poodle;senior;281-98-6711
Snickers;Otterhound;young;544-22-4051
Charlie;Basenji;young;076-76-6773
Murphy;Staffordshire Bullterrier;puppy;312-37-8426
Penny;Toy Terrier;young;370-02-8321
Bear;Doberman;adult;297-36-9151
Max;Keeshond;puppy;006-83-7401
Tank;Norwegian Elkhound;adult;381-92-1455
Duke;Dandie Terrier;young;798-42-9546
Shelby;Akita;adult;537-85-1141
Sasha;Toy Poodle;senior;310-11-6044
Daisy;Eskimo;puppy;156-34-4574
Misty;Bluetick;puppy;392-73-7127
Pepper;Staffordshire Bullterrier;young;148-66-4957
Rosie;Welsh Spaniel;adult;659-70-8468
Zoe;German Pointer;puppy;453-38-9698
Lola;Newfoundland;adult;843-25-9697
Duke;Lhasa;puppy;029-18-1290
Patches;Westhighland Terrier;senior;396-53-5153
Buddy;Staffordshire Bullterrier;puppy;288-78-6990
Honey;Norwich Terrier;puppy;265-55-8573
Taz;Bull Mastiff;adult;513-48-3905
Diesel;Coonhound;puppy;263-53-6830
Zoey;Malinois;senior;004-07-8169
Gracie;Pug;adult;678-59-1255
Diamond;Golden Retriever;adult;837-49-9891
Rascal;Coonhound;adult;513-48-3905
Gracie;Labrador;senior;678-59-1255
Luna;Kuvasz;senior;546-40-1721
Penny;Patterdale Terrier;puppy;637-86-4461
Bo;Italian Greyhound;puppy;715-58-9946
Cocoa;Entlebucher;adult;472-73-9372
Oscar;Irish Terrier;senior;617-71-8098
Bella;Scottish Terrier;young;841-93-1833
Max;Swiss Mountain;young;680-13-7936
